"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"BPO.DEFAULT.COMMODITY","","","","","","","X","N","15","ADD.MODE.ALLOWED = 0, $COMMODITY.CODES.LKUP.SEC, IF LKUP.RETURN.CODE EQ -1 THEN,    REPROMPT, END","Commodity","L","","*IF LEN(OUTPUT.DATA) THEN, *   CALL S.XLAT.FILE('COMMODITY.CODES','',OUTPUT.DATA), *END","","N","","","","","","","","","","","COMMODITY.CODES.ID","70","","","","","15L","","","","","","","","0","","","","","","","Used to default the commodity code to the line items.  The, code can be overridden on the line items.","","","","","","","","","","","","","","","BPO","","","0","1993-11-02","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.DESC","","","","","","","T","N","25","X.TITLE = OCONV(SN.CURRENT.TITLE,'MCU'), X.HEADER = 'BPO Description', X.HEADER = SPACE(INT((78-LEN(X.HEADER))/2)):X.HEADER, X.MNEMONIC = SN.CURRENT.MNEMONIC, CALL_SCREEN UTEDIT($LIST,X.TITLE,X.HEADER,X.MNEMONIC,$CDDSIZE,X.INQUIRY)","Description","L","","","This is a sample description of the BPO","N","","","","","","","","","","","","11","","","","","25L","","","","","","","","80","","","","","","","Overall description of the BPO.  If the voucher is, not pulling in any items, this description will, default as the line item description in voucher, maintenance.","","","","","","","","","","","","","","","BPO","","","0","1989-04-10","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.DOCUMENTS.IDX","","","","","","","L","N","10","","","L","","","","N","","","","","","","","","","","","82","","","","","10L","","","","","","","","10","","","","","","","Stores the index values for the index association, BPO.DOCUMENTS which stores the results of the subroutine, S.INDEX.BPO.DOCS","","","","","","","","","","","","","","","BPO","","","0","1999-07-01","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ENC.WORK.ID","","","","","","","K","","8","","","L","","","B000987","","","","","","","","","","","","","0","","","","","8L","","","","","","","","10","","","","","","","File Key","","","","","","","","","","","","","","","BPO.ENC.WORK","","","0","1996-05-02","TGK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPO.ENCUMBERED.AMT","","","","","","N","D","N","14","","BPO Amount","R","","","","N","","","Y","2","N","N","","","","","","42","","","","MD2,","14R","","","","","","","","0","","","","","","","Used to keep PO total in the local currency.  Even if, foreign currency is involved, this field is always in, the local currency.  If no foreign currency is involved,, this field is equal to BPO.TOTAL.AMT.","","","","","","","","","","","","","","","BPO","","","0","1993-09-08","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.EXCHANGE.RATE","","","","","","N","D","N","8","","Exchange Rate","R","","","","N","","","N","4","N","N","","","","","","49","","","","MD4","8R","","","","","","","","0","","","","","","","Retrieved from CURRENCY.CONV table and kept for historical, purposes.","","","","","","","","","","","","","","","BPO","","","0","1993-09-06","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.EXCHANGE.RATE.DATE","","","","","","D","D","N","8","","Exchange Rate Date","R","","","","N","","","N","2","/","","","","","","","50","","","","D2/","8R","","","","","","","","0","","","","","","","Retrieved from CURRENCY.CONV table and kept for historical, purposes.","","","","","","","","","","","","","","","BPO","","","0","1993-09-06","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.EXPENSED.AMT","","","","","","N","D","N","15","","Expensed","R","","","","N","","","Y","2","N","N","","","","","","16","","","","MD2,-","15R","","","","","","","","0","","","","","","","The total amount expensed to this BPO by all vouchers, referencing this BPO.  NOTE:  This is the summation of, type 'V' (see BPO.GL.HIST.TYPE).  Even if foreign, currency is involved, this amount is in the local, currency.","","","EXPENSED","","","","","","","","","","","","BPO","","","0","1989-04-10","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.EXPIRE.DATE","","","","","","D","D","N","8","","Expire Date","R","","","","N","","","N","2","/","","","","","","","57","","","","D2/","8R","","","","","","","","0","","","","","","","Stops use and voucher creation if this date is before the, current date.","","","","","","","","","","","","","","","BPO","","","0","1993-09-13","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.EXPIRED.FLAG","","string xResult1; , if (Is(vBpoExpireDate) && (((int)vBpoExpireDate) < ((int)(Date.now)))) {,  xResult1 = ""Y"";, } else {,  xResult1 = ""N"";, }, return xResult1;","","","","","I","N","1","","","L","","","","N","","","","","","","","","","","","0","IF BPO.EXPIRE.DATE AND BPO.EXPIRE.DATE LT DATE() THEN (""Y"") ELSE (""N"")","","","","1L","","","","","","","","0","","BPO.EXPIRE.DATE","","","","","This field returns a 'Y'es if the BPO is expired, and a, 'N'o if it is not.  A BPO is expired if BPO.EXPIRE.DATE, is in the past (Less Than Today).","","","EXPIRED?","","","","","","","","","","","","BPO","","","0","1993-12-06","RLP","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.FISCAL.YEAR","","","","","","N","P","","4","","","R","","","1988","","","","N","0","N","N","","","","","","0","","","","MD0","4R","","","BATCH.DATA=V.BPO.BPO.DATE, $EXTRACT.FISCAL.YEAR","","","","","0","","BPO.BPO.DATE, FISCAL.START.MONTH, CURRENT.FISCAL.YEAR","BPO.KEY, FISCALYR.ID, FISCALYR.ID","N, N, N","","","The computed fiscal year for the internal date in, BATCH.DATA","","","","","","","","","","","","","","","","","","0","1988-07-29","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPO.FOB","","","","","","","X","N","20","$UC, ADD.MODE.ALLOWED = 0, $FOBS.LOOKUP.SEC, IF LKUP.RETURN.CODE EQ -1 THEN,    REPROMPT, END","FOB","L","","IF LEN(OUTPUT.DATA) THEN,    CALL S.XLAT.FILE('FOBS','',OUTPUT.DATA), END","","N","","","","","","","","","","","FOBS.ID","54","","","","","20L","","","","","","","","0","","","","","","","Printed on purchase order for vendor use.","","","","","","","","","","","","","","","BPO","","","0","1993-09-13","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.AMT","","","","","","N","A","N","14","IF EDITED.DATA THEN,    IF EDITED.DATA GT 99999999999 THEN,       ERROR.OCCURRED = 1,       MSG = ""AP059"",    END, END","Amount","R","","","","N","","","Y","2","N","N","","BPO.GL","D","","","14","","","","MD2,","14R","","","","","","","","0","","","","","","","Used as the encumbrance posting amount.  Even if foreign, currency is involved, this field is always in the local, currency.","","","","","","","","","","","","","","","BPO","","","0","1993-09-08","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.BALANCE","","","","","","N","A","N","15","","Difference","R","","","","N","","","Y","2","N","N","","BPO.GL","D","","","51","","","","MD2,-","15R","","","","","","","","0","","","","","","","Kept for use by APS002, which issues a warning if the, GL account is ""overdrawn"".","","","","","","","","","","","","","","","BPO","","","0","1993-09-09","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.DISTRIBUTION.FLAG","","","","","","","D","N","3","$YN","Use Distribution on Voucher","L","","$YN","Yes","N","","","","","","","","","","","","12","","","","","3L","","","","","","","","0","","","","","","","Either Y(es) or N(o).  If 'Y', all GL #'S with a, non-zero % will be moved to the voucher, and the, % will be used to determine the amount expensed.","","","","","","","","","","","","","","","BPO","","","0","1989-04-10","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.FOREIGN.AMT","","","","","","N","A","N","14","IF EDITED.DATA THEN,    IF EDITED.DATA GT 99999999999 THEN,       ERROR.OCCURRED = 1,       MSG = ""AP059"",    END, END","Foreign Amount","R","","","","N","","","Y","2","N","N","","BPO.GL","D","","","15","","","","MD2,","14R","","","","","","","","0","","","","","","","If foreign currency is involved, this is the foreign, equivalent of the GL amount (BPO.GL.AMT).","","","","","","","","","","","","","","","BPO","","","0","1993-09-08","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.HIST.TYPE","","","","","","","","","10","","Tran Type","L","","TRANSLATE "" ""","","","","","","","","","","","","","","0","","","","","10L","","","","","","","","0","","","","","","","Used to aggregate history totals.","","","","","","","","","","","","","","","","","","0","1993-09-07","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.BPO.TRAN.TYPES","0",""
"BPO.GL.HISTORY.FLAG","","string xResult1; , if (IsNull((vBpoId).Substring(2, 1, ""*""))) {,  xResult1 = ""N"";, } else {,  xResult1 = ""Y"";, }, return xResult1;","","","","","I","N","1","","","L","","","","N","","","","","","","","","","","","0","IF FIELD(@ID,""*"",2) = '' THEN (""N"") ELSE (""Y"")","","","","1L","","","","","","","","0","","BPO.ID","","","","","To aid in segregating the old BPO records from the, history (detail) records when applying the R13.0, conversion programs.","","","","","","","","","","","","","","","BPO","","","0","1993-11-01","PEC","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.HISTORY.ID","","","","","","","K","","1","","[ID]","L","","*, * Never meant to be displayed, *, OUTPUT.DATA = """"","","N","","","","","","","","","","","","0","","","","","1L","","","","","","","","10","","","","","","","Key to BPO.GL.HISTORY file.  System-generated sequential, key.","","","","","","","","","","","","","","","BPO.GL.HISTORY","","","0","1993-09-15","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPO.GL.HISTORY.WORK.ID","","","","","","","K","","10","","[ID]","L","","","","N","","","","","","","","","","","","0","","","","","10L","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","BPO.GL.HISTORY.WORK","","","0","1997-12-09","TGL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPO.GL.NO","","","","","","","A","N","25","X.ACCT.TYPE = """", :CF.INSERTS I_INPUT.AP.GL.ACCTS.LOOKUP:, IF SCREEN.REFRESH THEN,    GOSUB REFRESH.SCREEN, END","GL Account No","L","","IF LEN(OUTPUT.DATA) THEN,    CONVERT ""_"" TO """" IN OUTPUT.DATA,    OUTPUT.DATA = FMT(OUTPUT.DATA,V.ACCT.MASK), END","","N","","","","","","","","BPO.GL","K","","","13","","","","","25L","","","","","","","","30","","","","","","","This multi-valued list of GL accounts is used to post GL, encumbrances.","","","ACCOUNTS","","","","","","","","","","","","BPO","","","0","1989-04-10","SKIP","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.ORIG.ENCUM","","string xResult1; , xResult1 = SCalcBpoGlHist((vlBpoGlNo).ToDelimitedString((253).Char()), vCfObsoleteFieldsId, ""1"");, return (money)xResult1;","","","","N","I","","13","","","R","","","","","","","Y","2","N","N","2","","","","","0","SUBR(""S.CALC.BPO.GL.HIST"",BPO.GL.NO,@ID,""1"")","","","MD2,-","13R","","","","","","","","0","","CF.OBSOLETE.FIELDS.ID, BPO.GL.NO","","","","","Original encumbrance for the BPO, * gtt - 5/4/99 - socr 21725. This virtual CDD has been marked as, Unidata only since it runs quite slow on Oracle, and BREG has been , changed., * gtt - 11/8/04 - qa defect 1412. This virtual field is being obsoleted, since its functionality in Colleague has been replaced.","","","Orig Encum","","","","","","","","","","","","CF.OBSOLETE.FIELDS","","","0","1994-04-04","JOSH","","","2007-10-11","DATATEL","S.CALC.BPO.GL.HIST","","S","","","","","","","","","","","","","","","","","","","","","","","","","U","","","0",""
"BPO.GL.PCT","","","","","","N","A","N","7","","Percent","R","","","","N","","","N","3","N","N","","BPO.GL","D","","","17","","","","MD3","7R","","","","","","","","0","","","","","","","This percentage is used for 2 things: 1) to distribute, a change in total outstanding encumbrance in BPO, maintenance, and 2)  to determine the expensed amount, for that gl# in voucher maintenance if the use, distribution on voucher flag is Yes.","","","Percent","","","","","","","","","","","","BPO","","","0","1989-04-10","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.GL.WORK.ID","","","","","","","K","","10","","","R","","","1065305308002","","","","","","","","","","","","","0","","","","","10R","","","","","","","","10","","","","","","","file key to BPO.GL.WORK.","","","","","","","","","","","","","","","BPO.GL.WORK","","","0","1996-03-15","TGK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPO.ID","","","","","","","K","N","8","IF LEN(EDITED.DATA) THEN, $UC,    X.NEW.BPO=0,    :CF.INSERTS I_INPUT.BPO.LOOKUP:,    IF LKUP.RETURN.CODE EQ -1 THEN,       REPROMPT,    END ELSE,  IF LKUP.RETURN.CODE GT 0 THEN,     X.NEW.BPO = 1,  END,    END, END","BPO ID","L","","","B0000001","N","","","","","","","","","","","","0","","","","","8L","","","","","","","","10","","","","","","","Key to the BPO Header","","","","","","","","","","","","","","","BPO","","","0","1989-04-11","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.INITIATOR","","","","","","","D","N","20","$UC, A.PERSON.ID = '', ADD.MODE.ALLOWED = 0, :CORE.INSERTS I_INPUT.STAFF.LOOKUP.SEC:, IF X.REPROMPT THEN,    REPROMPT, END","Initiator","L","","$DONOR.NAME","","N","","","","","","","","","","","","58","","BPO.INITIATOR","1","","20L","","","","","","","","0","","","","","","","Displayed but not otherwise used by the system.","","","","","","","","","","","","","","","BPO","","","0","1993-09-13","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.INITIATOR.NAME","","string xResult1; , xResult1 = SIdescName(vBpoInitiator);, return xResult1;","","","","","I","N","33","","","L","","","","N","","","","","","","","","","","","0","SUBR(""S.IDESC.NAME"",BPO.INITIATOR)","","","","33L","","","","","","","","0","","BPO.INITIATOR","","","","","Display initiator name","","","Initiator Name","","","","","","","","","","","","BPO","","","0","1994-02-25","ERJ","","","","","S.IDESC.NAME","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.INTG.ADDRESS.ID","","","","","","","D","N","10","","Address Id","L","","","12345","N","","","","","","","","","","","","85","","","","","10L","","","","","","","","10","","","","","","","Used for by Ethos, this field contains the Core address ID associated with the , vendor.","","","Address ID","","","","","","","","","","","","BPO","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.INTG.ALT.SHIP.COUNTRY","","","","","","","D","N","10","","Alt Ship Country","L","","","","N","","","","","","","","","","","","86","","","","","10L","","","","","","","","10","","","","","","","Used for EEDM to populate incoming country codes, The country specific postal , region definition.","","","Alt Ship Country","","","","","","","","","","","","BPO","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.INTG.CORP.PERSON.IND","","","","","","","D","N","12","","Corp/Person Indicator","L","","","","N","","","","","","","","","","","","87","","","","","12L","","","","","","","","0","","","","","","","Used for EEDM to populate incoming person/corp indicator.","","","","","","","","","","","","","","","BPO","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.INTG.SUBMITTED.BY","","","","","","","D","N","10","","Submitted By","L","","","","N","","","","","","","","","","","","88","","","","","10L","","","","","","","","10","","","","","","","Used for EEDM. to store the Submitted by ID","","","Submitted By","","","","","","","","","","","","BPO","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ITEMS.ID","","","","","","","Q","N","5","","[Item]","L","","*, * This field is a system-generated key, so is not, * meant to be seen., *, OUTPUT.DATA = "" ""","","N","ITEMS.ID","","","","","","","","","ITM.BPO.ID","ITEMS.ID","60","","","","","5L","","","","","","","","10","","","","","","T","Key to ITEMS file.","","","","","","","","","","","","","","","BPO","","","0","1993-09-13","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.MAINT.GL.TRAN.DATE","","","","","","D","D","N","8","X.DATE = EDITED.DATA, $VAL.DATE, IF NOT(X.DATE OR ERROR.OCCURRED) THEN,    REPROMPT, END","Maintenance Date","R","","","","N","","","N","2","/","","","","","","","44","","","","D2/","8R","","","","","","","","0","","","","","","","Used when maintenance of a previously created p.o. will, generate GL transactions; this is the date that will be, put on those transactions.","","","","","","","","","","","","","","","BPO","","","0","1993-09-06","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.NEXT.APPROVAL.IDS","","","","","","","A","N","20","","Next Approval","L","","","","N","","","","","","","","BPO.APPR","K","","","34","","BPO.APPROVALS","1","","20L","","","","","","","","0","","","","","","","This is used to determine who next needs to approve the, p.o.","","","","","","","","","","","","","","","BPO","","","0","1993-09-06","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
